"text","stars"
"My husband and I went to this place on our honeymoon -- we specifically sought it out because it was featured on the Food Network and we just HAD to try...","5"
"So Guy Fieri says go here and have the Shepherds Pie, and that's exactly what I did. When you walk in this place you're a little confused because it's a...","4"
"It was a nice fine dining experience. We opted for a set menu of 2 for $19. It was plenty of food. And the choices were great. Perfect for a date-night. I...","5"
"I ordered a Chicken Massaman Curry through Deliveroo and it was good, it had well balanced flavors and the amount and quality of meat was fair given the...","4"
"One of the best meals we had while in London (and we ate a lot of tasty things)! Kin + Deum is just blocks from London Bridge station and right off...","5"
"I don't have dietary restrictions and will eat most things (at least once), but I have a lot of vegans, vegetarian and pescatarians in my life, so it's...","4"
"Paid £7.5 for a banana sourdough and a sticky bun. Both tasted great!The banana sourdough was moist and got the great banana scent to it. The right  amount...","5"
"So I most definitely pop by once or twice a week. I'm in love with their morning buns. If you pop by early enough you can get them still warm and fresh out...","5"
"It's A-OK. We had an apricot tart and a cinnamon roll. Nothing to write home about- though the location is pretty nifty looking.","3"
"It's the second time I'm coming here and I love it !The place is really tiny so it's not the best for take inI ordered the ahi tun poke bowl with my own...","4"
"I stumbled upon this little poke place tucked away behind Carnaby Street one day on the way home from work. Having not realised that poke had finally come...","4"
"Shop on Kingly is closed until January. Its neither mentioned on FB or the website.This sucks!!!!","1"
"My wife and I tried to get a table the week before, but couldn't get one. We tried again the week after and we're successful. The friendly waitress guided...","5"
"Came here on someone's recommendation that the food was good but little else. I can confirm this to be accurate. I walked up at 11:56am to ask if they were...","2"
"What a lovely surprise at the top end of Lamb's Conduit Street - they don't make them like this anymore!! We walked past all the trendier and hipper places...","4"
"Awesome lunch specials £9 or 10 - includes an appetizer and entree. Highly recommend the chicken satee and masaman beef curry - so yummy!! My friends also...","5"
"I walked past this not realising this is Thai place. I totally dismissed it thinking it's an Italian which which I typically have once a week. Located a...","4"
"Our second very enjoyable Georgian restaurant on the trip.  Both were crowded and we felt lucky to get a table without reservations.   Departing the...","4"
"Went there on a weekday night with a reservation. No reservation was needed during our whole stay there. Service was good and quick, though that may have...","4"
"Having recently visited Georgia my friend and I are now obsessed with Georgian food. Tbilisi had everything we wanted: Badrijani - aubergines with walnut...","5"
"Excellent service! Fast and polite.The food is really tasty.The place is enjoyable. Stuff very friendly","5"
"Incredible food and service. Green chicken curry with coconut rice. Really sweet people. Highly recommend.","5"
"We had lunch here, not knowing anything about the place and with no expectations. But it ended up being our best meal out in a long time!Service was...","5"
"Cute little cafe a stones throw away from Waterloo station. Comfy seating in a relaxing environment. My friend and I stumbled across this cafe en route to...","4"
"Located directly across from the Boots and M&S Foodhall is a hidden gem!  We stopped in on our way to the London Eye, and this place is fantastic! Perfect...","5"
"Wow! This place is very relaxing and has everything you would need if you just want to enjoy some ""quiet time."" There is an electric fireplace properly...","5"
"Sophie's is a steakhouse type of restaurant with a contemporary ambience and very cool vibes. It is located in Soho and a stone throw's away from many major...","4"
"Went here for breakfast and I was surely in for a treat. I ordered the full english breakfast and it packed a ton of flavor. The baked beans were like...","5"
"I love visiting London - but usually struggle with finding great food. After several mediocre meals - we found Sophie's. It was by far the best meal I've...","5"
"The first place we ate after traveling to London. The pizza was good different than what we are used to in the US. On that note the crust was nice and...","4"
"We were just walking around looking for somewhere to eat and we saw (and smelled) this place. It smelled good and it was good. The pizza was on point. I...","5"
